Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
2013-10-07,1,163.00,45640.00,280.00,280.00,280.00
2013-10-08,12,594.00,155890.00,275.00,252.00,252.00
2013-10-09,5,265.00,62943.00,247.00,231.00,231.00
2013-10-22,3,30.00,6690.00,227.00,219.00,219.00
2013-10-23,5,50.00,10350.00,215.00,199.00,199.00
2013-10-24,13,844.00,156181.00,196.00,181.00,186.00
2013-10-27,19,770.00,143554.00,187.00,185.00,185.00
2013-10-28,12,1745.00,324390.00,192.00,181.00,192.00
2013-10-29,6,363.00,70635.00,195.00,189.00,189.00
2013-10-30,10,1087.00,212544.00,198.00,192.00,194.00
2013-10-31,1,163.00,32111.00,197.00,197.00,197.00
2013-11-07,1,20.00,4000.00,200.00,200.00,200.00
2013-11-10,2,228.00,46284.00,203.00,203.00,203.00
2013-11-12,1,90.00,17910.00,199.00,199.00,199.00
2013-11-13,7,1614.00,322995.00,202.00,198.00,201.00
2013-11-14,1,163.00,32111.00,197.00,197.00,197.00
2013-11-24,4,505.00,101489.00,203.00,200.00,200.00
2013-11-25,11,1613.00,326344.00,208.00,200.00,204.00
2013-11-26,8,432.00,92109.00,216.00,208.00,212.00
2013-11-27,1,98.00,21168.00,216.00,216.00,216.00
2013-11-28,18,1288.00,293955.00,237.00,220.00,237.00
2013-12-02,1,130.00,31330.00,241.00,241.00,241.00
2013-12-03,13,743.00,191533.00,265.00,245.00,265.00
2013-12-08,1,114.00,24624.00,216.00,216.00,216.00
2014-02-02,4,911.00,203416.00,228.00,220.00,220.00
2014-01-29,1,98.00,21560.00,220.00,220.00,220.00
2014-02-04,1,108.00,24192.00,224.00,224.00,224.00
2014-02-06,1,163.00,36675.00,225.00,225.00,225.00
2014-02-09,5,750.00,171000.00,233.00,225.00,233.00
2014-02-12,6,588.00,140174.00,241.00,233.00,240.00
2014-02-16,1,325.00,79300.00,244.00,244.00,244.00
2014-02-17,4,499.00,127957.00,262.00,248.00,262.00
2014-02-18,3,423.00,114891.00,277.00,267.00,277.00
2014-02-25,1,166.00,46812.00,282.00,282.00,282.00
2014-02-26,2,326.00,94377.00,292.00,287.00,292.00
2014-03-04,1,98.00,28126.00,287.00,287.00,287.00
2014-03-05,9,1630.00,485903.00,300.00,292.00,300.00
2014-03-06,4,652.00,202772.00,316.00,306.00,316.00
2014-03-09,5,1161.00,384986.00,334.00,322.00,330.00
2014-03-10,5,716.00,240155.00,340.00,334.00,340.00
2014-03-11,4,634.00,223295.00,359.00,346.00,359.00
2014-03-12,15,1336.00,492350.00,372.00,357.00,357.00
2014-03-17,1,163.00,57050.00,350.00,350.00,350.00
2014-03-24,1,114.00,39216.00,344.00,344.00,344.00
2014-04-01,2,110.00,37120.00,338.00,332.00,332.00
2014-04-02,1,163.00,53138.00,326.00,326.00,326.00
2014-04-03,6,659.00,205245.00,320.00,304.00,304.00
2014-04-07,3,815.00,243120.00,301.00,295.00,295.00
2014-04-27,1,325.00,94250.00,290.00,290.00,290.00
2014-05-06,1,228.00,64980.00,285.00,285.00,285.00
2014-05-07,5,286.00,81187.00,290.00,280.00,280.00
2014-05-11,2,118.00,32450.00,275.00,275.00,275.00
2014-05-13,2,375.00,101299.00,271.00,270.00,271.00
2014-05-21,5,535.00,151225.00,290.00,270.00,290.00
2014-05-22,2,144.00,40970.00,285.00,280.00,280.00
2014-05-25,7,191.00,55435.00,295.00,280.00,295.00
2014-05-26,1,20.00,6000.00,300.00,300.00,300.00
2014-06-01,1,98.00,29008.00,296.00,296.00,296.00
2014-06-18,2,366.00,101628.00,278.00,275.00,280.00
2014-06-17,5,215.00,61172.00,291.00,280.00,0.00
2014-06-26,2,207.00,55536.00,273.00,268.00,268.00
2014-06-29,4,196.00,53459.00,275.00,270.00,275.00
2014-07-06,3,123.00,34235.00,280.00,275.00,280.00
2014-07-07,1,12.00,3420.00,285.00,285.00,285.00
2014-07-10,4,328.00,97432.00,300.00,290.00,300.00
2014-07-13,1,12.00,3672.00,306.00,306.00,306.00
2014-07-16,3,187.00,60372.00,324.00,312.00,324.00
2014-07-17,2,337.00,113160.00,336.00,330.00,336.00
2014-07-20,1,40.00,13680.00,342.00,342.00,342.00
2014-07-21,1,12.00,4176.00,348.00,348.00,348.00
2014-07-24,1,114.00,40356.00,354.00,354.00,354.00
2014-07-30,8,1093.00,408426.00,389.00,361.00,389.00
2014-07-31,3,414.00,163237.00,403.00,390.00,403.00
2014-08-06,1,76.00,31236.00,411.00,411.00,411.00
2014-08-07,6,863.00,349120.00,405.00,403.00,405.00
2014-08-12,4,48.00,19440.00,405.00,405.00,405.00
2014-08-28,3,110.00,42984.00,397.00,390.00,390.00
2014-11-03,1,40.00,15600.00,390.00,390.00,390.00
2014-11-23,23,1193.00,437508.00,383.00,351.00,351.00
2014-11-24,6,108.00,37639.00,358.00,338.00,338.00
2014-12-08,1,81.00,26892.00,332.00,332.00,332.00
2014-12-09,1,12.00,3912.00,326.00,326.00,326.00
2014-12-11,6,256.00,79148.00,320.00,296.00,296.00
2014-12-14,2,203.00,59073.00,291.00,291.00,291.00
2014-12-17,2,827.00,232447.00,286.00,281.00,281.00
2014-12-24,1,12.00,3312.00,276.00,276.00,276.00
2015-01-01,3,359.00,97289.00,271.00,271.00,271.00
